player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Joe Sparacio,77102,LB,BOSTON COL,2,0,0,121,60.0,0,0,1,7.7,0.0,0,0,0.0,0,13,1,0,0,0,0,0,0.0,,0,,0,4,0,0
Ryan Smenda Jr.,77106,LB,WAKE,7,0,0,339,59.6,0,2,13,13.3,0.0,0,0,15.4,1,98,13,3,0,0,0,2,9.5,0.0,0,50.0,1,21,2,1
Matthew Flint,77114,LB,N CAROLINA,1,0,0,245,57.2,0,0,2,15.4,0.0,0,0,0.0,0,13,2,0,0,0,0,1,25.0,0.0,0,0.0,0,4,1,0
Jordan Domineck,77116,ED,GA TECH,3,0,0,176,56.2,0,0,14,73.7,0.0,0,0,0.0,0,19,14,0,0,0,0,3,60.0,0.0,0,0.0,0,5,3,0
Quez Jackson,77117,LB,GA TECH,8,0,0,176,55.4,0,2,12,18.8,8.3,1,0,8.3,0,64,12,2,0,0,1,3,12.5,33.3,1,16.7,0,24,3,1
Justice Dingle,77118,ED,GA TECH,3,0,0,176,59.5,0,1,14,100.0,7.1,1,0,3.6,0,14,14,1,0,0,1,4,100.0,25.0,1,12.5,0,4,4,1
Dax Hollifield,77124,LB,VA TECH,13,1,0,337,66.3,2,3,30,12.8,0.0,0,2,15.0,2,242,31,7,0,0,1,10,16.7,0.0,0,15.0,1,60,10,2
Keshon Artis,77126,LB,VA TECH,1,0,0,337,66.6,0,1,2,28.6,50.0,1,0,25.0,0,7,2,1,0,0,1,2,100.0,50.0,1,25.0,0,2,2,1
Patrick Joyner Jr.,77133,ED,MIAMI FL,1,0,0,220,61.8,1,0,8,100.0,0.0,0,0,6.3,0,8,8,1,0,0,0,2,100.0,0.0,0,0.0,0,2,2,0
DaeSean Winston,77142,CB,TEMPLE,4,0,0,306,60.0,0,0,1,5.9,0.0,0,0,0.0,0,17,1,0,0,0,0,0,0.0,,0,,0,9,0,0
Ty Van Fossen,77147,LB,CINCINNATI,1,0,0,138,59.4,0,0,1,25.0,0.0,0,0,0.0,0,4,1,0,0,0,0,0,,,0,,0,0,0,0
Eriq Gilyard,77152,LB,UCF,11,0,0,323,59.6,2,2,15,11.5,6.7,1,0,13.3,0,130,15,4,0,1,1,6,9.5,16.7,1,16.7,0,63,6,2
Keith Brown Jr.,77155,LB,MEMPHIS,3,0,0,218,62.1,0,0,6,28.6,16.7,1,0,0.0,0,21,6,0,0,0,0,5,41.7,20.0,1,0.0,0,12,5,0
Grant Sawyer,77158,LB,TULSA,8,0,0,320,52.1,0,0,9,27.0,0.0,0,0,0.0,0,37,10,0,0,0,0,2,33.3,0.0,0,0.0,0,6,2,0
Trevor Denbow,77165,LB,SMU,12,0,0,287,59.2,1,2,23,12.7,0.0,0,1,10.9,1,213,27,4,0,0,0,6,10.9,0.0,0,16.7,1,64,7,1
JC Rispress,77168,LB,SMU,1,0,0,287,58.2,0,0,3,18.8,0.0,0,0,0.0,0,16,3,0,0,0,0,0,0.0,,0,,0,8,0,0
James Patterson,77169,LB,BUFFALO,14,0,0,126,59.5,0,2,24,7.8,4.2,1,0,8.3,1,320,25,3,0,0,0,10,10.2,10.0,1,10.0,1,108,11,1
Eli Thomas,77175,LB,UCONN,4,0,0,146,82.3,2,1,14,26.9,42.9,6,0,17.9,1,52,14,4,0,1,1,10,45.5,40.0,4,20.0,1,22,10,3
Kevon Jones,77179,LB,UCONN,9,0,0,146,77.8,1,1,7,5.0,14.3,1,0,42.9,2,140,7,4,0,0,0,1,3.6,0.0,0,0.0,0,28,1,0
Donavan Mutin,77180,LB,HOUSTON,5,0,0,182,49.8,0,3,15,34.0,0.0,0,0,10.0,0,47,16,3,0,0,2,10,61.1,0.0,0,10.0,0,18,11,2
Zamar Kirven,77181,LB,HOUSTON,3,0,0,182,60.5,0,2,5,71.4,20.0,1,0,20.0,0,7,5,2,0,0,2,3,75.0,33.3,1,33.3,0,4,3,2
Dwayne Boyles,77186,LB,USF,11,1,0,327,52.9,0,1,23,25.8,4.3,1,0,2.2,0,89,23,1,1,0,1,13,44.8,7.7,1,3.8,0,29,13,1
Drew Mims,77187,LB,USF,1,0,0,327,59.7,0,0,1,33.3,0.0,0,0,0.0,0,3,1,0,0,0,0,0,0.0,,0,,0,2,0,0
Gerard Stringer,77188,LB,E CAROLINA,8,0,0,156,56.0,1,0,5,8.5,0.0,0,0,10.0,0,59,5,1,0,1,0,3,15.8,0.0,0,16.7,0,19,3,1
Zaven Collins,77190,LB,TULSA,12,0,0,320,64.1,1,6,38,13.0,5.3,2,0,14.5,2,308,40,9,0,0,2,13,28.3,7.7,1,7.7,0,46,13,2
Eldridge Salguero,77194,LB,BOWL GREEN,2,0,0,122,64.5,0,0,0,25.0,,0,1,,0,4,1,0,0,0,0,0,100.0,,0,,0,1,1,0
Nik Bonitto,77196,LB,OKLAHOMA,2,0,0,261,55.2,0,2,4,21.1,0.0,0,0,25.0,0,19,4,2,0,0,0,0,0.0,,0,,0,3,0,0
DaShaun White,77198,LB,OKLAHOMA,7,0,0,261,56.4,0,0,1,4.8,0.0,0,0,0.0,0,63,3,0,0,0,0,1,4.2,0.0,0,0.0,0,24,1,0
Joseph Ossai,77205,ED,TEXAS,3,0,0,311,70.2,0,1,41,73.8,4.9,2,1,3.7,1,61,45,2,0,0,0,12,72.2,8.3,1,8.3,1,18,13,1
Ben Wilson,77208,LB,TCU,2,0,0,305,54.4,0,0,4,26.7,0.0,0,0,0.0,0,15,4,0,0,0,0,4,57.1,0.0,0,0.0,0,7,4,0
Josh Chandler-Semedo,77214,LB,W VIRGINIA,6,0,0,343,55.3,0,0,4,15.2,0.0,0,0,0.0,0,33,5,0,0,0,0,1,25.0,0.0,0,0.0,0,4,1,0
Mike Rose,77218,LB,IOWA STATE,13,0,0,193,56.5,1,19,132,33.5,9.8,13,0,9.1,2,409,137,22,0,0,10,56,72.5,17.9,10,12.5,2,80,58,12
Cody Fletcher,77231,LB,KANSAS ST,6,0,0,199,71.8,1,1,8,28.6,25.0,2,0,12.5,0,28,8,2,0,0,0,1,14.3,0.0,0,0.0,0,7,1,0
Xavier Benson,77236,LB,TEXAS TECH,1,0,0,315,60.0,0,0,1,25.0,0.0,0,0,0.0,0,4,1,0,0,0,0,0,0.0,,0,,0,1,0,0
Matt Harmon,77244,LB,KENT STATE,3,0,0,201,56.3,0,0,6,22.2,0.0,0,0,0.0,0,36,8,0,0,0,0,4,57.1,0.0,0,0.0,0,7,4,0
Sebastian Spear,77245,ED,KENT STATE,1,0,0,201,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,,,0,,0,0,0,0
Daniel Bolden,77252,LB,TOLEDO,7,0,0,316,68.3,0,2,3,10.0,33.3,1,0,33.3,0,30,3,2,0,0,0,0,0.0,,0,,0,14,0,0
Matthew Stuckey,77253,LB,W MICHIGAN,1,0,0,347,58.0,0,0,3,75.0,0.0,0,0,0.0,0,4,3,0,0,0,0,0,0.0,,0,,0,1,0,0
Cortez Hogans,77257,LB,N ILLINOIS,3,0,0,254,60.0,0,0,1,9.1,0.0,0,0,0.0,0,11,1,0,0,0,0,0,0.0,,0,,0,3,0,0
Kewan Parker,77259,LB,N ILLINOIS,1,1,0,254,67.2,0,1,2,15.4,0.0,0,0,25.0,0,13,2,1,0,0,0,0,0.0,,0,,0,4,0,0
Kobie Beltram,77260,LB,E MICHIGAN,9,0,0,160,61.3,0,1,8,16.7,12.5,1,0,6.3,0,48,8,1,0,0,0,0,0.0,,0,,0,5,0,0
Tyrone Neal,77261,LB,E MICHIGAN,11,0,0,160,52.2,0,2,9,11.3,0.0,0,1,11.1,0,80,9,2,0,0,0,2,13.3,0.0,0,0.0,0,15,2,0
Christian Mercer,77263,LB,C MICHIGAN,2,0,0,134,60.0,0,0,1,50.0,0.0,0,0,0.0,0,2,1,0,0,0,0,1,50.0,0.0,0,0.0,0,2,1,0
Carlton Cleophat,77264,ED,C MICHIGAN,1,0,0,134,59.1,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Evander Craft,77270,LB,TOLEDO,7,0,0,316,67.6,1,1,7,15.5,0.0,0,1,14.3,0,58,9,2,0,0,1,1,7.1,0.0,0,50.0,0,14,1,1
Vinny DePalma,77273,LB,BOSTON COL,2,0,0,121,79.7,0,0,2,12.5,50.0,1,0,50.0,1,16,2,1,0,0,0,1,25.0,0.0,0,100.0,1,4,1,1
Brandon Bischof,77275,LB,AKRON,2,0,0,102,59.7,0,0,2,22.2,0.0,0,0,0.0,0,9,2,0,0,0,0,0,0.0,,0,,0,4,0,0
Kyle Bauman,77309,DI,AKRON,1,0,0,102,54.9,0,1,8,100.0,12.5,1,0,6.3,0,8,8,1,0,0,0,4,100.0,0.0,0,0.0,0,4,4,0
Jordan Redmond,77310,DI,VIRGINIA,8,0,0,335,56.5,0,1,76,100.0,0.0,0,0,2.0,1,80,80,2,0,0,0,17,100.0,0.0,0,5.9,1,18,18,1
Jeffery Johnson,77312,DI,TULANE,13,0,0,319,55.3,0,7,311,100.0,2.6,8,1,1.8,2,332,332,9,0,0,2,100,100.0,3.0,3,2.0,1,108,108,3
Noah Taylor,77559,ED,VIRGINIA,3,0,0,335,65.4,0,1,5,55.6,20.0,1,0,10.0,0,9,5,1,0,0,0,0,0.0,,0,,0,1,0,0
Grant Misch,77560,ED,VIRGINIA,1,0,0,335,58.8,0,1,2,100.0,0.0,0,0,25.0,0,2,2,1,0,0,0,0,,,0,,0,0,0,0
Diego Fagot,77563,ED,NAVY,13,0,0,237,59.7,1,3,85,91.7,7.1,6,1,2.4,0,96,88,4,0,0,0,18,85.7,11.1,2,0.0,0,21,18,0
Dyontae Johnson,77568,LB,TOLEDO,9,0,0,316,48.5,0,3,21,19.1,0.0,0,1,7.1,0,115,22,3,0,0,1,11,27.3,0.0,0,4.5,0,44,12,1
Ray Wilborn,77573,LB,BALL ST,12,3,0,117,65.6,0,5,118,34.4,3.4,4,3,5.5,4,358,123,9,1,0,2,50,46.9,6.0,3,6.0,2,113,53,4
Bryson Powers,77824,S,TULSA,9,0,0,320,58.3,0,0,2,1.0,0.0,0,0,0.0,0,202,2,0,0,0,0,0,0.0,,0,,0,30,0,0
Patrick Fields,77835,S,OKLAHOMA,5,0,0,261,65.9,0,1,3,4.8,33.3,1,0,16.7,0,63,3,1,0,0,1,1,4.2,100.0,1,50.0,0,24,1,1
JT Woods,77837,S,BAYLOR,8,0,0,118,70.7,0,0,3,3.5,0.0,0,0,33.3,1,85,3,1,0,0,0,1,3.8,0.0,0,0.0,0,26,1,0
Christian Morgan,77838,S,BAYLOR,11,0,0,118,67.3,1,2,3,2.4,33.3,1,1,50.0,0,123,3,3,0,0,1,1,2.8,100.0,1,50.0,0,36,1,1
Jarrick Bernard-Converse,77841,CB,OKLA STATE,13,0,1,262,84.0,1,3,15,3.8,13.3,2,1,26.7,2,395,15,6,0,1,1,7,5.1,28.6,2,42.9,2,138,7,4
Kolby Harvell-Peel,77843,S,OKLA STATE,13,0,0,262,67.4,0,1,11,4.1,0.0,0,0,13.6,1,338,14,2,0,0,1,5,4.1,0.0,0,10.0,0,122,5,1
Tre'von Moehrig,77847,S,TCU,8,0,0,305,59.2,0,0,0,0.8,,0,0,,0,125,1,0,0,0,0,0,2.5,,0,,0,40,1,0
Ar'Darius Washington,77848,S,TCU,1,0,0,305,59.7,0,0,1,8.3,0.0,0,0,0.0,0,12,1,0,0,0,0,0,0.0,,0,,0,1,0,0
Jeremiah McCullough,77853,S,KANSAS,11,0,0,198,56.2,0,1,3,2.0,0.0,0,0,16.7,0,152,3,1,0,0,0,1,3.0,0.0,0,0.0,0,33,1,0
Saeed Holt,77857,S,TOLEDO,13,0,0,316,69.8,2,2,20,13.2,10.0,2,0,15.0,1,159,21,5,0,1,2,12,21.3,16.7,2,12.5,0,61,13,3
Joey Luchetti,77877,TE,BOSTON COL,1,0,0,121,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,,,0,,0,0,0,0
Kalon Barnes,78089,CB,BAYLOR,10,0,0,118,57.2,0,0,3,3.3,0.0,0,0,0.0,0,92,3,0,0,0,0,1,3.4,0.0,0,0.0,0,29,1,0
Gregory Grate Jr,78672,S,MIDDLE TN,8,0,0,224,64.6,1,1,5,3.6,20.0,1,0,20.0,0,137,5,2,0,1,0,1,2.4,100.0,1,50.0,0,41,1,1
Decorian Patterson,78673,S,MIDDLE TN,2,0,0,224,59.2,0,0,1,6.3,0.0,0,0,0.0,0,16,1,0,0,0,0,0,0.0,,0,,0,6,0,0
Brandon Floyd,78675,CB,LA TECH,3,0,0,208,56.2,0,0,3,15.8,0.0,0,0,0.0,0,19,3,0,0,0,0,1,14.3,0.0,0,0.0,0,7,1,0
Kendricks Gladney Jr.,78700,S,MIDDLE TN,8,0,0,224,55.2,0,0,5,3.9,0.0,0,0,0.0,0,128,5,0,0,0,0,2,5.0,0.0,0,0.0,0,40,2,0
Teldrick Ross,79003,CB,MIDDLE TN,1,0,0,224,64.3,0,0,1,4.3,100.0,1,0,0.0,0,23,1,0,0,0,0,1,10.0,100.0,1,0.0,0,10,1,0
Dillon Springer,79218,ED,GA SOUTHRN,3,0,0,174,61.6,0,1,13,100.0,7.7,1,0,3.8,0,13,13,1,0,0,1,4,100.0,25.0,1,12.5,0,4,4,1
Quin Williams,79223,ED,GA SOUTHRN,2,0,0,174,56.0,0,0,6,100.0,0.0,0,0,0.0,0,7,7,0,0,0,0,5,100.0,0.0,0,0.0,0,5,5,0
Jordan Branch,79367,DI,MIDDLE TN,2,0,0,224,58.5,0,0,3,100.0,0.0,0,0,0.0,0,3,3,0,0,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Jon Ferguson,79412,LB,GA SOUTHRN,3,0,0,174,64.5,0,0,1,4.0,100.0,1,0,0.0,0,25,1,0,0,0,0,1,33.3,100.0,1,0.0,0,3,1,0
Connor Taylor,79520,LB,LA TECH,13,0,0,208,60.7,0,2,12,10.1,16.7,2,1,8.3,0,119,12,2,0,0,2,9,17.0,22.2,2,11.1,0,53,9,2
Avery Jones,79553,LB,MIDDLE TN,6,0,1,224,52.7,0,0,19,57.1,0.0,0,1,0.0,0,35,20,0,0,0,0,7,53.8,0.0,0,0.0,0,13,7,0
C.J. Wright,79640,DI,GA SOUTHRN,13,0,0,174,63.6,0,5,90,100.0,5.6,5,0,2.8,0,93,93,5,0,0,2,22,100.0,9.1,2,4.5,0,22,22,2
Nick Hampton,81162,ED,APP STATE,4,0,0,108,54.1,0,1,11,68.8,0.0,0,0,4.5,0,16,11,1,0,0,0,6,75.0,0.0,0,0.0,0,8,6,0
Logan Doublin,81165,LB,APP STATE,9,0,0,108,76.9,0,1,1,6.1,100.0,1,0,50.0,0,49,3,1,0,0,0,0,0.0,,0,,0,12,0,0
Trey Cobb,81166,LB,APP STATE,10,0,0,108,56.0,0,0,3,5.3,0.0,0,0,0.0,0,57,3,0,0,0,0,1,6.3,0.0,0,0.0,0,16,1,0
Tyler Bird,81168,LB,APP STATE,7,0,0,108,58.7,0,0,2,11.8,0.0,0,0,0.0,0,17,2,0,0,0,0,1,12.5,0.0,0,0.0,0,8,1,0
Merlin Robertson,81171,LB,ARIZONA ST,12,1,0,110,62.0,7,15,178,50.0,5.6,10,3,9.6,6,374,187,28,0,0,7,60,48.4,11.7,7,12.5,4,128,62,11
Khaylan Kearse-Thomas,81172,LB,ARIZONA ST,11,0,0,110,59.5,1,4,46,32.9,8.7,4,1,7.6,1,146,48,6,0,1,4,24,47.3,16.7,4,14.6,1,55,26,6
Darien Butler,81174,LB,ARIZONA ST,13,0,0,110,65.6,3,13,143,39.4,12.6,18,1,6.3,1,386,152,17,0,2,9,51,43.7,21.6,11,10.8,0,126,55,11
Bumper Pool,81177,LB,ARKANSAS,8,2,0,111,62.1,1,6,38,27.7,5.3,2,0,9.2,0,159,44,7,0,0,1,14,26.9,7.1,1,3.6,0,67,18,1
Kemonte Yow,81189,LB,ARMY,1,0,0,114,58.6,0,0,2,66.7,0.0,0,0,0.0,0,3,2,0,0,0,0,0,,,0,,0,0,0,0
Arik Smith,81190,LB,ARMY,1,0,0,114,58.6,0,0,2,66.7,0.0,0,0,0.0,0,3,2,0,0,0,0,0,,,0,,0,0,0,0
Zakoby McClain,81192,LB,AUBURN,3,0,0,115,60.0,0,0,1,5.3,0.0,0,0,0.0,0,19,1,0,0,0,0,0,0.0,,0,,0,7,0,0
Payton Wilgar,81202,ED,BYU,2,0,0,128,58.6,0,0,2,100.0,0.0,0,0,0.0,0,2,2,0,0,0,0,0,,,0,,0,0,0,0
Teddy Gallagher,81210,LB,COAST CAR,11,0,0,141,62.8,2,4,26,22.7,3.8,1,0,19.2,2,119,27,8,0,2,4,15,33.3,6.7,1,33.3,2,48,16,8
Andrew Chatfield Jr.,81219,ED,FLORIDA,2,0,0,163,60.7,0,1,8,100.0,12.5,1,0,6.3,0,8,8,1,0,0,1,5,100.0,20.0,1,10.0,0,5,5,1
Rocky Jacques-Louis,81222,LB,FIU,13,0,0,166,63.6,0,6,40,51.9,17.5,7,2,10.0,1,77,40,7,0,0,5,27,69.2,25.9,7,13.0,1,39,27,6
Sherwin King Jr.,81225,LB,FRESNO ST,2,0,0,169,58.3,0,1,3,21.4,0.0,0,0,16.7,0,14,3,1,0,0,0,0,0.0,,0,,0,6,0,0
Dorrzel Hicks,81228,LB,FRESNO ST,4,0,0,169,60.0,0,0,1,5.0,0.0,0,0,0.0,0,20,1,0,0,0,0,0,0.0,,0,,0,11,0,0
Jacob Hollins,81242,LB,ILLINOIS,3,0,0,187,59.4,0,0,1,10.0,0.0,0,0,0.0,0,10,1,0,0,0,0,0,0.0,,0,,0,3,0,0
Cam Jones,81244,LB,INDIANA,11,0,0,190,70.2,1,1,10,11.5,10.0,1,0,10.0,0,87,10,2,0,1,0,4,15.4,0.0,0,12.5,0,26,4,1
Micah McFadden,81246,LB,INDIANA,12,0,0,190,64.3,1,3,21,25.6,9.5,2,0,14.3,1,82,21,5,0,1,2,13,39.4,15.4,2,19.2,1,33,13,4
Djimon Colbert,81250,LB,IOWA,13,0,0,192,51.5,1,5,30,9.8,3.3,1,0,10.0,0,327,32,6,0,1,3,11,7.7,9.1,1,18.2,0,142,11,4
DeAndre Square,81267,LB,KENTUCKY,13,0,0,202,65.1,2,3,28,20.1,10.7,3,0,12.5,1,154,31,6,0,2,1,13,18.9,15.4,2,19.2,1,74,14,4
Lorenzo McCaskill,81272,LB,LA LAFAYET,4,0,0,207,59.7,1,3,18,31.1,5.6,1,1,16.7,1,61,19,5,0,1,3,13,56.5,7.7,1,15.4,0,23,13,4
Kris Moncrief,81273,LB,LA LAFAYET,14,0,0,207,67.1,3,4,31,25.7,12.9,4,0,21.0,3,140,36,10,0,0,3,17,38.6,17.6,3,14.7,1,44,17,4
AJ Riley,81279,ED,LA LAFAYET,10,0,0,207,55.9,1,2,98,79.7,6.1,6,0,2.6,1,128,102,4,0,1,0,56,83.8,7.1,4,2.7,1,68,57,2
Micah Baskerville,81281,LB,LSU,6,0,0,211,76.6,1,0,4,5.3,50.0,2,0,12.5,0,76,4,1,0,1,0,4,22.2,50.0,2,12.5,0,18,4,1
Durell Nchami,81292,ED,MARYLAND,10,0,0,215,54.5,0,0,57,67.0,1.8,1,1,3.5,2,94,63,2,0,0,0,14,61.5,7.1,1,7.1,1,26,16,1
Tre Watson,81293,LB,MARYLAND,12,0,2,215,62.0,0,10,47,14.3,6.4,3,3,12.8,1,364,52,11,0,0,4,17,17.5,5.9,1,11.8,0,114,20,4
Jacquez Jones,81311,LB,OLE MISS,10,0,0,226,70.4,3,0,17,16.2,0.0,0,1,14.7,1,111,18,4,0,0,0,2,5.9,0.0,0,50.0,1,34,2,1
Kevontae' Ruggs,81313,LB,OLE MISS,6,0,0,226,58.2,2,0,14,16.3,0.0,0,2,7.1,0,92,15,2,0,2,0,3,10.7,0.0,0,33.3,0,28,3,2
Jonathan Hess,81314,LB,OLE MISS,2,0,0,226,60.0,0,0,2,33.3,0.0,0,0,0.0,0,6,2,0,0,0,0,1,25.0,0.0,0,0.0,0,4,1,0
Nathaniel Watson,81317,LB,MISS STATE,2,0,0,227,60.0,0,0,1,33.3,0.0,0,0,0.0,0,3,1,0,0,0,0,0,0.0,,0,,0,1,0,0
Nick Bolton,81322,LB,MISSOURI,7,0,0,229,88.0,0,3,5,11.9,60.0,3,0,50.0,1,42,5,4,0,0,1,2,22.2,100.0,2,25.0,0,9,2,1
James Fotofili,81329,LB,NEVADA,7,0,0,239,60.0,0,0,2,6.5,0.0,0,0,0.0,0,31,2,0,0,0,0,0,0.0,,0,,0,9,0,0
Dylan Horton,81335,ED,NEW MEXICO,10,0,0,241,60.7,0,2,47,89.3,8.5,4,0,4.3,1,56,50,3,0,0,2,22,92.0,18.2,4,4.5,0,25,23,2
Alexander Moana Vainikolo,81337,LB,NEW MEXICO,12,0,0,241,60.9,0,1,14,10.4,0.0,0,1,10.7,1,134,14,2,0,0,1,9,16.7,0.0,0,16.7,1,54,9,2
Shayne Simon,81349,LB,NOTRE DAME,3,0,0,258,71.1,0,0,1,11.1,0.0,0,0,100.0,1,9,1,1,0,0,0,0,0.0,,0,,0,4,0,0
Teradja Mitchell,81351,LB,OHIO STATE,1,0,0,260,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,,,0,,0,0,0,0
Matthew Tago,81356,ED,OREGON ST,11,0,0,265,56.0,0,6,96,72.3,4.2,4,0,4.2,1,141,102,7,0,0,3,38,78.0,5.3,2,6.6,1,50,39,4
John McCartan,81357,LB,OREGON ST,12,0,0,265,53.0,0,2,48,52.7,2.1,1,0,2.1,0,93,49,2,0,0,0,16,54.8,6.3,1,0.0,0,31,17,0
Isaiah Tufaga,81358,LB,OREGON ST,9,0,0,265,46.0,1,4,31,14.5,0.0,0,0,8.1,0,221,32,5,0,0,3,21,31.0,0.0,0,7.1,0,71,22,3
Micah Parsons,81360,LB,PENN STATE,13,0,0,266,91.3,2,5,40,16.0,15.0,6,1,16.3,3,256,41,10,0,1,2,24,19.8,16.7,4,18.8,3,121,24,6
Jesse Luketa,81361,LB,PENN STATE,4,0,0,266,63.2,0,1,4,13.3,25.0,1,0,12.5,0,30,4,1,0,0,1,3,21.4,33.3,1,16.7,0,14,3,1
Jaylan Alexander,81363,LB,PURDUE,9,0,0,273,54.3,0,0,5,8.5,0.0,0,0,0.0,0,59,5,0,0,0,0,1,6.7,0.0,0,0.0,0,15,1,0
Viliami Fehoko Jr.,81376,ED,S JOSE ST,4,0,0,285,53.0,0,0,24,92.6,0.0,0,1,0.0,0,27,25,0,0,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Kyle Harmon,81377,LB,S JOSE ST,8,0,0,285,51.9,3,1,35,19.7,2.9,1,1,5.7,0,193,38,4,0,3,1,16,37.5,6.3,1,12.5,0,48,18,4
Roy Yancey,81391,LB,S ALABAMA,1,0,0,288,46.9,0,1,2,28.6,0.0,0,0,25.0,0,7,2,1,0,0,0,0,0.0,,0,,0,1,0,0
Rosendo Louis Jr.,81397,LB,S CAROLINA,7,0,0,289,54.7,0,0,14,40.0,0.0,0,1,0.0,0,40,16,0,0,0,0,3,66.7,0.0,0,0.0,0,6,4,0
Ernest Jones,81399,LB,S CAROLINA,5,0,0,289,66.1,2,1,7,16.7,0.0,0,0,21.4,0,48,8,3,0,0,1,3,19.0,0.0,0,16.7,0,21,4,1
Hayes Maples,81400,LB,SO MISS,1,0,0,296,59.5,0,0,1,25.0,0.0,0,0,0.0,0,4,1,0,0,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Ty'Ree Evans,81401,LB,SO MISS,1,0,0,296,60.0,0,0,1,20.0,0.0,0,0,0.0,0,5,1,0,0,0,0,0,0.0,,0,,0,1,0,0
J.J. Peterson,81406,ED,TENNESSEE,1,0,0,307,56.9,0,0,4,80.0,0.0,0,0,0.0,0,5,4,0,0,0,0,0,,,0,,0,0,0,0
KJ Robertson,81421,LB,TROY,9,0,0,318,59.4,2,2,19,23.5,5.3,1,0,10.5,0,81,19,4,0,0,1,8,28.6,0.0,0,6.3,0,28,8,1
Antonio Showers,81422,ED,TROY,7,0,0,318,70.6,1,3,43,67.6,14.0,6,1,11.6,3,68,46,7,0,1,2,24,86.7,16.7,4,14.6,2,30,26,5
Jalen Rayam,81425,ED,UAB,6,0,0,321,72.5,1,2,16,75.0,18.8,3,0,15.6,1,24,18,4,0,1,2,6,77.8,50.0,3,41.7,1,9,7,4
Nikia Eason Jr.,81426,ED,UAB,1,0,0,321,57.3,0,0,2,100.0,0.0,0,0,0.0,0,2,2,0,0,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Tyree Thompson,81430,LB,UCLA,12,0,0,324,54.1,0,5,53,19.6,7.5,4,0,4.7,0,286,56,5,0,0,2,23,27.8,13.0,3,4.3,0,90,25,2
Bo Calvert,81431,LB,UCLA,4,0,0,324,62.7,0,2,5,22.7,20.0,1,0,20.0,0,22,5,2,0,0,0,0,0.0,,0,,0,1,0,0
Elijah Wade,81433,ED,UCLA,9,0,0,324,55.9,1,4,75,69.6,4.0,3,0,3.3,0,115,80,5,0,1,3,28,90.9,7.1,2,7.1,0,33,30,4
Malcolm Johnson,81435,ED,UNLV,4,0,0,325,66.4,0,0,15,100.0,13.3,2,0,0.0,0,16,16,0,0,0,0,5,100.0,0.0,0,0.0,0,5,5,0
Eric Munoz,81446,LB,UTAH ST,1,0,0,329,57.1,0,0,2,25.0,0.0,0,0,0.0,0,8,2,0,0,0,0,0,,,0,,0,0,0,0
Elijah Ruiz,81447,LB,UTEP,1,0,0,330,58.8,0,0,0,16.7,,0,0,,0,6,1,0,0,0,0,0,100.0,,0,,0,1,1,0
Alston Orji,81453,LB,VANDERBILT,5,0,0,333,56.3,0,0,3,30.0,0.0,0,0,0.0,0,10,3,0,0,0,0,0,0.0,,0,,0,4,0,0
Jackson Sirmon,81458,LB,WASHINGTON,1,0,0,340,64.5,0,0,1,50.0,100.0,1,0,0.0,0,2,1,0,0,0,0,1,100.0,100.0,1,0.0,0,1,1,0
MJ Tafisi Jr.,81460,LB,WASHINGTON,2,0,0,340,60.0,0,0,1,33.3,100.0,1,0,0.0,0,3,1,0,0,0,0,0,0.0,,0,,0,1,0,0
Zion Tupuola-Fetui,81461,ED,WASHINGTON,2,0,0,340,55.0,0,0,5,75.0,0.0,0,0,0.0,0,8,6,0,0,0,0,2,50.0,0.0,0,0.0,0,4,2,0
Scale Igiehon,81525,DI,BOISE ST,11,0,0,120,59.6,1,2,120,100.0,2.5,3,1,2.9,2,122,122,5,0,1,1,29,100.0,3.4,1,6.9,1,30,30,3
Akeem Smith,81529,DI,GA STATE,10,0,0,175,69.7,2,4,73,100.0,9.6,7,1,5.5,1,78,78,7,0,1,1,20,100.0,20.0,4,10.0,1,23,23,3
Bryson Williams,81530,DI,WISCONSIN,13,1,0,349,55.8,0,3,113,99.2,1.8,2,0,1.3,0,122,121,3,0,0,0,26,100.0,0.0,0,0.0,0,29,29,0
