player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures,year
Ryan Brown,11103,ED,MISS STATE,12,4,0,227,64.4,4,17,311,96.7,5.8,18,1,5.3,6,334,323,27,0,62.7,3,5,86,96.7,8.1,7,8.1,3,92,89,11,2015
Ryan Buchholz,28306,ED,PENN STATE,9,0,0,266,63.8,0,8,130,96.5,8.5,11,0,5.4,3,142,137,11,0,67.0,0,6,46,96.0,15.2,7,10.9,2,50,48,8,2018
Ryan Dunn,26895,ED,S DIEGO ST,12,0,0,284,48.5,1,5,210,86.2,1.9,4,2,1.9,1,253,218,7,0,48.8,0,4,86,83.8,3.5,3,2.3,0,105,88,4,2016
Ryan Duran III,82233,ED,ARMY,11,0,0,114,60.6,2,7,217,99.1,7.4,16,0,3.0,2,230,228,11,0,62.2,1,4,72,98.7,11.1,8,4.9,1,79,78,6,2020
Ryan George,28492,ED,GA SOUTHRN,11,0,0,174,55.2,2,6,138,98.6,3.6,5,0,4.3,2,146,144,10,0,56.1,2,3,52,98.2,5.8,3,6.7,1,55,54,6,2014
Ryan Henderson,158790,ED,S DIEGO ST,11,0,0,284,68.3,4,7,123,84.3,12.2,15,1,6.9,3,159,134,14,0,65.9,3,5,54,78.4,13.0,7,9.3,1,74,58,9,2024
Ryan Johnson,145582,ED,SO MISS,12,1,1,296,70.3,8,23,187,97.6,15.0,28,3,9.4,2,205,200,33,0,70.7,5,8,54,96.7,20.4,11,15.7,2,60,58,15,2024
Ryan McCulloch,176559,ED,CAL,10,0,0,130,77.4,5,18,183,83.7,15.8,29,1,8.5,4,233,195,27,0,80.1,2,12,61,92.8,26.2,16,13.1,1,69,64,15,2024
Ryan Mueller,10134,ED,KANSAS ST,13,2,0,199,73.8,3,42,432,93.3,12.7,55,1,6.8,7,476,444,52,0,77.5,2,26,192,99.0,19.8,38,10.9,7,199,197,35,2014
Ryan Russell,9596,ED,PURDUE,12,0,2,273,71.7,11,28,338,99.2,11.5,39,5,7.2,5,353,350,44,0,79.5,4,20,144,100.0,20.1,29,11.1,4,149,149,28,2014
Ryan Smith,122387,ED,DUKE,13,2,0,154,70.2,2,14,186,91.3,9.1,17,0,7.0,5,218,199,21,0,67.1,1,8,71,92.8,14.1,10,10.6,3,83,77,12,2024
Ryan Watson,50631,ED,AIR FORCE,13,0,0,101,61.3,4,9,182,70.7,7.1,13,0,5.8,4,270,191,17,0,63.6,2,4,67,83.1,10.4,7,9.0,3,89,74,9,2015
Ryder Anderson,56409,ED,INDIANA,12,0,0,190,57.0,4,7,327,97.2,4.6,15,0,2.9,4,353,343,15,0,62.0,3,4,115,95.9,7.8,9,5.7,3,123,118,10,2021
Ryheem Craig,144151,ED,E CAROLINA,13,0,1,156,75.7,1,17,147,63.3,13.6,20,5,6.8,1,248,157,19,0,82.4,1,14,55,81.3,23.6,13,13.6,0,75,61,15,2024
Rylie Mills,122907,ED,NOTRE DAME,13,0,0,258,70.3,5,14,228,98.4,8.3,19,0,5.9,4,247,243,23,0,68.4,2,8,75,98.8,9.3,7,9.3,2,80,79,12,2022
Sabastian Harsh,128416,ED,WYOMING,12,1,0,351,72.6,4,11,209,81.7,11.5,24,0,5.0,3,268,219,18,0,68.3,1,3,65,85.0,16.9,11,6.2,2,80,68,6,2023
Sae Tautu,12226,ED,BYU,13,2,1,128,64.4,3,18,256,82.5,9.4,24,2,6.4,6,325,268,27,0,63.6,2,11,113,90.9,15.0,17,9.3,4,132,120,17,2016
Sai'vion Jones,146782,ED,LSU,13,2,0,211,76.8,6,32,332,97.5,15.1,50,2,7.2,5,358,349,43,1,81.7,3,13,137,96.0,20.4,28,8.8,4,151,145,20,2024
Saivon Taylor-Davis,145769,ED,KENT STATE,9,2,1,201,72.0,3,10,163,98.3,11.0,18,3,8.3,7,176,173,20,1,71.3,1,6,69,98.7,14.5,10,9.4,3,76,75,10,2022
Salamo Fiso,21855,LB,ARIZONA ST,13,1,0,110,57.7,4,5,105,25.1,2.9,3,1,8.1,4,434,109,13,0,58.5,3,3,57,32.3,5.3,3,10.5,3,186,60,9,2014
Sam Burton,82317,ED,MARSHALL,13,1,0,214,81.0,7,13,190,86.8,17.4,33,0,10.0,9,228,198,29,0,90.0,3,10,69,91.3,33.3,23,21.0,8,80,73,21,2023
Sam Franklin Jr.,43580,LB,TEMPLE,13,0,0,306,75.6,4,12,98,31.3,16.3,16,5,12.2,4,336,105,20,0,,1,5,42,36.5,16.7,7,16.7,4,126,46,10,2019
Sam Greene,174171,ED,USC,11,0,0,326,66.5,4,3,100,79.7,9.0,9,0,5.5,2,128,102,9,0,72.4,3,2,42,87.8,16.7,7,8.3,1,49,43,6,2024
Sam Hammond,41836,ED,NEVADA,13,1,0,239,63.7,4,24,323,97.1,9.9,32,0,6.5,7,347,337,35,1,72.3,4,19,141,98.7,19.1,27,13.1,7,153,151,30,2021
Sam Hubbard,48457,ED,OHIO STATE,14,0,0,260,74.0,6,31,293,90.8,12.3,36,2,9.7,10,337,306,47,0,76.1,3,21,115,97.6,19.1,22,14.8,5,125,122,29,2018
Sam Lebbie,50229,ED,TROY,12,0,0,318,72.5,3,8,117,74.5,12.0,14,0,8.1,4,161,120,15,0,71.3,0,5,55,85.1,14.5,8,10.0,3,67,57,8,2016
Sam McKnight,36620,ED,OHIO,13,1,0,259,68.4,2,10,149,90.9,10.1,15,1,5.4,2,176,160,14,0,,1,9,60,93.0,18.3,11,11.7,2,71,66,12,2019
Sam Okuayinonu,101425,ED,MARYLAND,13,0,0,215,61.3,2,11,286,99.0,7.0,20,2,4.0,5,313,310,18,0,58.9,1,0,99,100.0,6.1,6,3.5,3,110,110,4,2021
Sam Williams,99106,ED,OLE MISS,13,0,2,226,90.2,8,40,421,99.6,15.7,66,10,8.8,13,453,451,61,0,73.7,1,9,57,100.0,24.6,14,10.5,1,63,63,11,2021
Sam Wren,15089,ED,OKLA STATE,13,1,0,262,63.6,1,16,170,92.3,11.2,19,0,6.2,2,196,181,19,0,68.7,1,9,69,91.6,18.8,13,8.7,1,83,76,11,2014
Samdup Miller,56782,ED,NWESTERN,14,2,0,256,64.7,7,22,385,95.6,8.8,34,1,4.3,2,428,409,31,0,,5,9,102,94.9,14.7,15,7.8,1,117,111,15,2019
Samuel Dankah,157444,ED,E CAROLINA,13,1,0,156,63.1,4,9,115,52.7,7.0,8,1,8.3,3,239,126,16,0,65.6,3,7,45,72.5,15.6,7,15.6,2,69,50,12,2024
Samuel Okunlola,156361,ED,COLORADO,13,0,1,143,67.5,4,15,231,98.4,13.4,31,3,5.8,4,249,245,23,0,68.6,3,11,116,98.4,16.4,19,8.6,3,124,122,17,2024
Scooby Wright III,10884,LB,ARIZONA,14,0,0,109,81.9,7,26,239,40.6,10.9,26,2,12.8,14,628,255,47,0,78.6,3,9,106,64.8,12.3,13,10.4,5,179,116,17,2014
Scott Felix,22137,LB,USC,14,0,0,326,62.6,3,10,170,67.4,9.4,16,1,7.4,6,270,182,19,0,64.3,2,7,88,84.5,13.6,12,9.7,4,110,93,13,2015
Scott Patchan,36449,ED,COLO STATE,12,2,0,144,91.3,6,33,335,93.0,20.6,69,4,9.1,11,388,361,50,0,91.9,2,17,118,94.0,28.0,33,14.0,7,134,126,26,2021
Scotty Humpich,88437,ED,PURDUE,14,0,1,273,66.5,6,7,126,93.2,15.9,20,1,6.0,1,147,137,14,0,70.2,5,6,64,96.0,23.4,15,10.2,1,75,72,12,2022
Se'Von Pittman,48403,ED,AKRON,11,0,0,102,50.5,3,4,256,99.6,2.0,5,3,1.4,0,280,279,7,0,48.4,1,1,70,100.0,0.0,0,1.4,0,78,78,2,2016
Sean Adesanya,25543,ED,C MICHIGAN,12,1,1,134,69.7,3,12,155,100.0,11.6,18,2,7.4,4,164,164,19,0,,1,5,53,100.0,13.2,7,9.4,2,55,55,8,2019
Sean Brown,143986,LB,NC STATE,13,0,0,248,67.7,3,15,152,32.7,5.3,8,0,8.6,4,496,162,22,0,56.6,0,3,46,57.1,6.5,3,7.6,2,91,52,5,2024
Sean Hammonds Jr.,36389,ED,BALL ST,10,1,0,117,54.7,2,6,143,99.3,4.2,6,0,4.2,2,148,147,10,0,50.8,0,3,41,100.0,7.3,3,3.7,0,43,43,3,2018
Sean Martin,123423,ED,W VIRGINIA,13,1,0,343,60.5,2,27,323,100.0,8.7,28,2,5.7,4,338,338,33,0,65.2,1,10,87,100.0,13.8,12,9.8,3,90,90,14,2024
Sean McLaughlin,129728,ED,NWESTERN,12,2,0,256,54.0,0,9,162,96.6,3.7,6,1,2.8,0,174,168,9,2,58.7,0,5,45,95.9,8.9,4,5.6,0,49,47,5,2024
Sebastian Benjamin,106272,ED,W KENTUCKY,13,0,0,346,86.7,2,14,128,71.8,20.3,26,1,8.6,3,188,135,19,0,91.3,2,10,57,85.7,33.3,19,15.8,3,70,60,15,2024
Segun Olubi,128312,LB,S DIEGO ST,14,0,0,284,57.7,7,12,122,35.6,4.9,6,2,8.6,1,354,126,20,0,56.7,3,7,53,39.4,5.7,3,9.4,0,142,56,10,2021
Sekai Asoau-Afoa,136114,ED,WASHINGTON,15,0,0,340,60.6,1,18,236,87.9,5.1,12,1,5.3,3,289,254,22,0,60.1,0,9,83,90.2,6.0,5,7.8,2,102,92,11,2023
Serigne Tounkara,175914,ED,CAL,11,0,0,130,70.0,0,11,66,94.7,18.2,12,1,11.4,2,75,71,13,0,69.4,0,8,42,95.7,21.4,9,14.3,2,47,45,10,2024
Seth Calloway,48787,ED,TROY,13,1,1,318,60.4,1,20,211,99.1,7.6,16,2,6.4,3,229,227,24,0,62.5,1,11,90,100.0,11.1,10,8.9,2,98,98,14,2018
Seth Coleman,98443,ED,ILLINOIS,11,2,0,187,71.7,7,22,216,70.6,13.0,28,1,7.2,1,323,228,30,0,72.6,4,13,101,73.3,18.8,19,8.4,0,146,107,17,2024
Seth Mason,98185,ED,LA MONROE,12,0,0,209,55.3,0,7,173,98.3,4.6,8,0,2.0,0,178,175,7,0,61.1,0,4,53,98.1,9.4,5,3.8,0,54,53,4,2022
Seyddrick Lakalaka,58130,LB,S DIEGO ST,13,1,0,284,56.6,1,13,100,36.7,5.0,5,0,8.0,1,286,105,15,0,59.8,0,5,45,44.5,8.9,4,7.8,1,110,49,6,2022
Seyi Adebayo,16199,ED,BOSTON COL,13,0,1,121,70.3,1,10,121,97.6,12.4,15,1,7.0,3,125,122,14,0,65.4,1,7,54,98.2,16.7,9,9.3,1,55,54,9,2014
Seyvon Lowry,48643,ED,UCF,12,0,0,323,54.0,1,10,145,100.0,4.8,7,0,4.5,1,151,151,12,0,55.7,0,8,56,100.0,8.9,5,7.1,0,57,57,8,2015
Sha-Ki Holines,48691,ED,UMASS,9,0,0,216,65.2,6,6,186,98.5,7.5,14,3,4.3,2,200,197,14,0,67.8,4,3,74,100.0,10.8,8,6.1,1,80,80,8,2018
Shaan Washington,50792,LB,TEXAS A&M,13,4,0,312,69.6,5,12,162,38.1,6.8,11,2,7.1,3,451,172,20,0,74.1,5,6,65,48.3,12.3,8,11.5,2,145,70,13,2016
Shae Suiaunoa,98159,LB,WYOMING,13,0,0,351,64.8,4,13,91,19.9,12.1,11,0,12.6,3,483,96,20,0,71.3,3,9,52,23.0,15.4,8,17.3,3,230,53,15,2022
Shaka Heyward,77120,LB,DUKE,12,0,0,154,58.2,6,11,105,23.4,4.8,5,3,11.0,3,478,112,20,0,57.9,0,5,58,30.2,6.9,4,7.8,2,202,61,7,2021
Shaka Toney,42806,ED,PENN STATE,9,0,1,266,81.6,4,14,196,91.4,14.3,28,7,7.1,5,220,201,23,0,84.0,2,6,78,92.1,19.2,15,10.3,4,89,82,12,2020
Shakeel Rashad,11168,ED,N CAROLINA,13,0,0,245,55.4,3,12,141,73.8,7.1,10,0,5.3,0,202,149,15,0,54.7,1,7,67,85.7,9.0,6,6.0,0,84,72,8,2014
Shakir Soto,48816,ED,PITTSBURGH,13,0,0,268,58.1,1,5,147,96.8,5.4,8,2,3.4,2,157,152,8,0,55.2,1,2,44,95.9,6.8,3,3.4,0,49,47,3,2015
Shamar McCollum,98309,ED,GA STATE,12,0,1,175,50.9,3,6,249,86.1,4.0,10,4,1.8,0,303,261,9,0,54.0,1,4,94,93.3,6.4,6,2.7,0,105,98,5,2023
Shameik Blackshear,36281,ED,S CAROLINA,13,0,0,289,53.2,2,2,173,100.0,2.9,5,1,1.7,1,187,187,5,0,,1,1,61,100.0,4.9,3,3.3,1,65,65,3,2019
Shane Bonner,130589,ED,OHIO,13,1,0,259,70.3,4,21,237,91.5,13.5,32,2,8.2,7,271,248,32,0,65.8,1,10,105,93.2,16.2,17,7.1,2,118,110,13,2023
Shane Irwin,56822,ED,BOISE ST,11,0,0,120,70.1,5,17,221,93.2,13.6,30,2,6.8,4,251,234,26,0,65.9,2,8,73,91.7,13.7,10,9.6,2,84,77,12,2021
Shane Jackson,36155,ED,NEW MEX ST,10,2,2,242,63.6,1,14,274,85.3,6.2,17,3,3.5,2,341,291,17,1,,1,12,98,83.1,11.2,11,7.7,1,124,103,14,2019
Shane Ray,9456,ED,MISSOURI,14,1,0,229,90.8,10,20,399,98.4,12.3,49,10,8.0,17,429,422,47,0,90.8,4,14,135,99.3,22.2,30,14.1,10,149,148,28,2014
Shane Simmons,43103,ED,PENN STATE,13,0,0,266,65.5,3,9,138,95.4,10.1,14,1,5.1,1,151,144,13,0,71.0,2,6,56,96.8,17.9,10,8.9,1,62,60,9,2018
Shaq Jones,17403,ED,UAB,13,3,1,321,58.6,5,16,246,59.8,4.5,11,2,5.5,3,445,266,24,2,55.7,2,7,90,85.3,4.4,4,6.1,1,116,99,10,2018
Shaq Lawson,10653,ED,CLEMSON,15,0,1,140,80.1,12,25,347,92.2,13.8,48,7,9.1,13,395,364,50,0,78.7,2,15,128,92.5,18.8,24,10.5,5,147,136,22,2015
Shaquem Griffin,50657,ED,UCF,13,0,0,323,91.3,8,40,237,51.0,19.8,47,1,13.1,7,488,249,55,0,83.4,2,21,90,61.4,26.7,24,17.2,4,153,94,27,2018
Shaquille Quarterman,51048,LB,MIAMI FL,13,0,0,220,53.0,3,8,127,28.6,3.1,4,0,8.3,5,461,132,16,0,55.9,2,6,53,36.4,5.7,3,13.2,3,151,55,11,2016
Shaquille Warren,50225,ED,LA MONROE,12,1,0,209,58.4,2,8,231,95.7,3.9,9,2,2.6,1,255,244,11,0,53.3,0,4,66,95.8,6.1,4,3.0,0,72,69,4,2016
Shareef Miller,28307,ED,PENN STATE,13,0,2,266,72.4,6,31,330,95.4,12.7,42,6,7.4,6,366,349,43,0,,2,20,154,96.6,16.9,26,9.7,4,174,168,26,2019
Sharif Finch,50221,ED,TEMPLE,13,0,2,306,82.1,6,25,292,94.8,13.7,40,6,8.4,9,329,312,40,0,74.4,1,14,102,96.4,21.6,22,9.3,2,112,108,17,2018
Shaun Peterson Jr.,83662,ED,FIU,10,0,0,166,92.2,3,12,131,64.0,20.6,27,2,10.3,6,222,142,21,0,94.5,2,8,50,81.8,36.0,18,22.0,6,66,54,16,2022
Shawn Collins,129874,ED,APP STATE,9,0,0,108,62.8,5,8,182,100.0,6.6,12,2,5.2,3,205,205,16,0,74.3,2,6,53,100.0,18.9,10,13.2,3,58,58,11,2023
Shawn Heffern,22805,ED,INDIANA,11,0,0,190,54.4,2,4,138,100.0,2.2,3,0,2.9,1,141,141,7,0,56.7,0,3,45,100.0,4.4,2,5.6,1,45,45,4,2015
Shawn Oakman,17881,ED,BAYLOR,12,0,0,118,70.1,7,34,368,100.0,13.0,48,5,6.7,4,396,396,45,0,78.3,2,20,99,100.0,26.3,26,15.2,4,108,108,26,2015
Shayne Henley,48570,ED,PURDUE,11,1,0,273,54.0,0,4,100,97.2,2.0,2,1,3.0,1,106,103,5,0,54.4,0,2,43,97.8,4.7,2,2.3,0,45,44,2,2015
Shemar Stewart,158675,ED,TEXAS A&M,12,1,0,312,67.2,4,33,291,100.0,12.4,36,2,7.0,2,315,315,39,0,73.5,1,21,96,100.0,21.9,21,13.5,2,106,106,24,2024
Shemar Turner,131273,ED,TEXAS A&M,12,0,0,312,80.7,5,26,241,100.0,13.3,32,3,8.5,5,254,254,36,0,75.6,0,16,81,100.0,24.7,20,13.6,3,88,88,19,2023
Sherrod Ruff,50725,LB,SO MISS,11,0,1,296,71.0,4,15,116,53.3,15.5,18,2,14.2,7,225,120,26,0,,3,13,81,82.2,18.5,15,16.0,5,101,83,21,2019
Shilique Calhoun,10709,ED,MICH STATE,14,2,1,223,89.5,17,48,482,99.2,15.8,76,11,9.0,11,514,510,76,0,90.6,8,15,131,100.0,25.2,33,13.4,6,141,141,29,2015
Shiro Davis,11407,ED,TEXAS,11,0,0,311,61.7,2,16,180,100.0,7.2,13,0,6.1,2,185,185,20,0,69.6,1,10,53,100.0,18.9,10,12.3,1,56,56,12,2015
Shitta Sillah,98442,ED,BOSTON COL,11,0,1,121,59.0,2,6,163,91.7,4.9,8,1,4.9,4,192,176,12,0,60.9,1,4,62,92.0,8.1,5,8.9,3,75,69,8,2020
Shubert Bastien,14725,ED,MIDDLE TN,12,1,0,224,61.7,3,11,204,81.5,7.8,16,2,6.9,7,270,220,21,0,59.1,2,5,75,90.1,12.0,9,11.3,5,91,82,12,2014
Siaosi Hala'api'api,20077,ED,WYOMING,12,0,0,351,55.0,1,6,173,94.7,3.5,6,0,2.0,0,190,180,7,0,50.6,0,1,51,94.8,2.0,1,1.0,0,58,55,1,2015
Sidney Houston Jr.,156893,ED,BALL ST,12,0,0,117,73.9,5,25,327,98.3,10.4,34,3,7.6,10,348,342,40,0,74.8,4,17,117,99.2,17.1,20,14.1,6,126,125,27,2023
Silas Firstley,49694,ED,UTEP,12,0,0,330,50.7,0,3,122,94.8,2.5,3,0,2.0,1,135,128,4,0,53.8,0,1,55,93.5,5.5,3,2.7,1,62,58,2,2015
Silverberry Mouhon,20579,ED,CINCINNATI,13,0,0,138,66.9,7,15,293,98.7,8.9,26,1,5.5,5,310,306,27,0,68.0,3,5,94,99.0,13.8,13,8.5,4,101,100,12,2015
Simon Poti,18278,LB,HAWAII,13,0,0,180,52.4,5,6,151,36.3,3.3,5,1,5.0,2,438,159,13,0,54.7,4,4,74,51.0,2.7,2,8.1,2,149,76,10,2014
Sincere Edwards,183270,ED,PITTSBURGH,13,2,0,268,69.6,3,12,194,96.3,11.9,23,2,5.4,3,217,209,18,0,68.4,2,6,62,97.1,19.4,12,8.1,1,70,68,9,2024
Sione Lolohea,131743,ED,FLORIDA ST,12,1,0,167,59.3,3,9,166,96.6,5.4,9,1,3.6,0,179,173,12,0,65.0,2,6,59,92.3,13.6,8,6.8,0,65,60,8,2024
Sione Noa,163409,ED,FRESNO ST,13,0,0,169,56.5,4,4,139,93.7,6.5,9,0,3.6,1,158,148,9,0,54.6,1,1,45,91.8,6.7,3,2.2,0,49,45,2,2024
Sione Takitaki,12666,ED,BYU,13,0,0,128,81.9,12,27,260,80.6,14.6,38,1,9.8,6,340,274,45,0,78.8,4,16,88,97.9,20.5,18,13.6,2,95,93,22,2018
SirVocea Dennis,99767,LB,PITTSBURGH,12,0,2,268,76.1,8,13,115,28.9,10.4,12,3,18.7,11,412,119,32,0,76.6,3,6,55,32.4,12.7,7,26.4,10,173,56,19,2022
Siuea Vaesau,13006,ED,UNLV,13,1,0,325,59.8,3,9,215,98.7,5.6,12,1,5.1,5,230,227,17,0,56.9,2,4,88,98.9,6.8,6,6.8,3,93,92,9,2014
Smael Mondon Jr.,146725,LB,GEORGIA,13,1,0,173,60.6,3,15,90,28.3,5.6,5,2,14.4,4,325,92,22,0,49.6,1,9,49,39.5,2.0,1,12.2,1,129,51,11,2023
Smith Vilbert,101408,ED,PENN STATE,16,1,0,266,66.1,0,5,163,92.1,9.8,16,1,2.1,1,189,174,6,0,69.9,0,4,63,89.5,14.3,9,4.8,1,76,68,5,2024
Solomon Byrd,75742,ED,USC,13,1,0,326,81.1,12,22,302,94.1,13.6,41,2,7.9,7,340,320,41,0,87.4,5,12,74,90.8,24.3,18,15.5,3,87,79,20,2023
Solomon DeShields,123007,LB,PITTSBURGH,13,1,0,268,56.1,0,5,65,34.9,3.1,2,0,10.0,4,186,65,9,0,59.8,0,3,41,39.4,4.9,2,13.4,4,104,41,7,2022
Solomon Jackson,28179,ED,BUFFALO,11,0,0,126,54.8,0,4,148,96.9,4.1,6,1,2.7,2,161,156,6,0,55.0,0,2,51,98.2,5.9,3,2.0,0,56,55,2,2015
Soni Fonua,99112,ED,LSU,9,1,0,211,52.4,0,14,209,100.0,2.4,5,0,3.3,0,211,211,14,1,54.5,0,8,69,100.0,4.3,3,5.8,0,70,70,8,2021
Sonny Puletasi,15609,ED,WYOMING,7,1,0,351,55.7,0,5,149,86.6,4.0,6,1,1.7,0,179,155,5,0,51.5,0,1,42,93.3,2.4,1,1.2,0,45,42,1,2014
Sonny Sanitoa,16936,ED,UNLV,12,3,1,325,59.0,2,10,314,99.7,4.5,14,2,2.5,2,324,323,14,1,63.1,1,7,98,99.0,10.2,10,5.1,1,103,102,9,2015
Spencer Proctor,37757,ED,AIR FORCE,13,0,0,101,59.4,3,7,182,53.8,1.6,3,1,5.5,5,355,191,15,0,53.7,3,1,84,77.5,1.2,1,3.6,1,111,86,5,2014
Spencer Williams,50296,ED,MISSOURI,12,0,0,229,51.0,1,7,188,96.1,2.7,5,0,2.1,0,203,195,8,0,53.4,0,1,74,97.4,5.4,4,0.7,0,77,75,1,2016
Stacy Keely,56885,ED,UAB,11,1,1,321,63.7,3,12,167,96.8,8.4,14,3,5.1,1,187,181,16,0,,2,5,57,96.9,15.8,9,6.1,0,64,62,7,2019
Stanley Andre,15344,LB,UMASS,12,0,1,216,55.4,4,9,100,22.3,2.0,2,1,7.5,1,461,103,14,0,56.0,1,8,49,37.0,4.1,2,9.2,0,138,51,9,2014
Stefon Thompson,123055,ED,SYRACUSE,13,0,0,304,68.3,4,6,127,58.8,7.9,10,1,4.7,1,228,134,11,0,72.7,2,4,41,56.8,14.6,6,7.3,0,81,46,6,2023
Stephen Daley,163126,ED,KENT STATE,12,3,0,201,76.3,10,20,248,98.9,12.1,30,2,8.1,5,267,264,35,0,68.2,4,10,81,100.0,14.8,12,12.3,3,86,86,17,2024
Stephen Herron,100553,ED,LOUISVILLE,13,0,0,210,73.0,7,27,253,89.7,15.8,40,2,7.5,2,301,270,36,0,73.9,4,16,116,95.5,19.8,23,9.5,1,133,127,21,2023
Stephen Meredith,16790,ED,NEW MEX ST,12,0,0,242,70.7,9,13,230,96.7,9.6,22,2,7.0,5,246,238,27,0,65.4,3,4,69,98.7,13.0,9,8.0,2,76,75,9,2015
Stephen Sings V,123892,ED,LIBERTY,11,3,0,206,58.8,1,4,119,87.1,5.9,7,0,3.8,2,140,122,7,0,53.8,0,3,55,93.5,7.3,4,4.5,1,62,58,4,2022
Stephen Weatherly,10861,ED,VANDERBILT,12,1,0,333,63.5,6,31,276,69.6,10.1,28,3,8.2,4,404,281,41,0,66.0,2,17,120,91.9,15.8,19,11.3,4,135,124,23,2015
Sterling Lane II,158731,ED,ARIZONA,11,0,0,109,54.2,3,6,104,89.3,3.8,4,3,4.3,0,122,109,9,0,54.7,2,3,51,96.3,5.9,3,4.9,0,54,52,5,2024
Steve Casali,49772,LB,UMASS,12,0,0,216,52.5,2,9,116,31.6,6.0,7,1,8.2,4,399,126,15,0,56.1,1,5,61,42.5,8.2,5,9.8,3,160,68,9,2016
Steve Linton,99849,ED,BAYLOR,9,0,0,118,77.3,1,20,116,66.5,14.7,17,4,12.5,4,197,131,25,0,81.9,0,15,56,78.6,19.6,11,20.5,4,84,66,19,2024
Steve Miller,9968,ED,OHIO STATE,15,1,0,260,59.5,8,15,358,95.2,4.5,16,0,3.8,2,395,376,25,0,57.1,4,7,117,96.9,6.0,7,4.7,0,129,125,11,2014
SteveO Michel,17081,ED,COLO STATE,13,0,0,144,76.9,12,18,188,97.2,14.4,27,1,9.0,2,213,207,32,0,81.1,5,13,75,98.8,24.0,18,14.7,2,85,84,20,2015
Steven Daniels,10866,LB,BOSTON COL,12,0,0,121,77.0,7,9,93,24.6,15.1,14,1,15.1,6,398,98,22,0,70.7,4,5,41,26.0,22.0,9,15.9,2,169,44,11,2015
Steven Parker,98308,ED,TEXAS ST,8,0,1,314,76.7,7,11,174,98.4,14.4,25,5,7.5,4,187,184,22,0,68.2,3,4,46,100.0,21.7,10,9.8,1,54,54,8,2024
Steven Rhodes,23234,ED,MIDDLE TN,13,0,0,224,55.6,4,11,392,99.8,4.8,19,5,3.2,5,410,409,20,0,57.4,3,5,95,99.0,6.3,6,5.3,1,100,99,9,2016
Steven Taylor,50964,LB,HOUSTON,12,0,0,182,60.4,4,20,195,41.9,9.2,18,0,10.3,8,484,203,32,0,63.9,3,9,78,51.9,14.1,11,12.8,4,158,82,16,2016
Stody Bradley,48458,ED,NEW MEX ST,11,1,0,242,62.3,3,20,215,99.1,9.8,21,2,6.3,2,225,223,25,0,67.7,2,11,79,100.0,17.7,14,10.8,2,80,80,15,2018
Stone Handy,98938,ED,CHARLOTTE,11,0,1,136,81.2,5,13,97,91.1,19.6,19,5,10.3,1,112,102,19,0,85.9,3,10,43,88.5,30.2,13,17.4,1,52,46,14,2024
Suli Tamaivena,43999,LB,UTAH ST,13,0,0,329,69.9,9,8,92,29.7,13.0,12,2,12.5,3,327,97,20,0,67.2,4,4,42,42.6,19.0,8,11.9,1,101,43,9,2018
Suntarine Perkins,172524,ED,OLE MISS,13,0,0,226,65.7,0,32,241,69.7,8.3,20,0,11.2,11,373,260,43,0,66.9,0,18,103,90.4,13.6,14,13.6,5,125,113,23,2024
Sutton Smith,27832,ED,N ILLINOIS,14,1,1,254,91.0,12,38,467,99.6,15.2,71,4,8.6,15,500,498,65,1,,4,22,180,99.5,22.2,40,13.9,12,192,191,38,2019
Syaire Riley,128277,ED,NEW MEXICO,10,0,0,241,65.1,8,15,152,60.8,11.2,17,3,8.2,1,288,175,24,0,65.4,1,12,47,66.3,25.5,12,16.0,1,86,57,14,2023
Sylvain Yondjouen,98313,ED,GA TECH,13,3,0,176,58.6,2,7,180,97.1,5.0,9,1,4.2,3,206,200,12,3,68.2,1,4,55,95.6,10.9,6,10.0,3,68,65,8,2024
Syrus Webster,150230,ED,WASH STATE,13,0,0,341,70.7,5,28,275,94.0,14.9,41,0,6.4,1,316,297,34,0,77.2,1,20,99,94.9,27.3,27,11.6,1,117,111,22,2024
T.D. Moultry,57728,ED,AUBURN,10,0,0,115,74.9,7,22,220,92.1,16.4,36,2,8.9,5,252,232,34,0,70.6,5,14,84,98.9,23.8,20,13.7,2,90,89,21,2021
T.J. Carter,44081,ED,KENTUCKY,13,3,0,202,63.5,3,9,197,99.5,8.6,17,1,3.6,1,213,212,13,2,,3,6,94,100.0,14.9,14,5.9,1,99,99,10,2019
T.J. Daniel,35307,ED,OREGON,11,3,0,264,58.9,2,12,204,99.5,5.4,11,0,4.9,3,221,220,17,1,63.2,1,8,81,100.0,11.1,9,9.3,3,89,89,12,2016
